lon,lat,alt
16.08967480,51.57844100,184.00000
16.08963880,51.57846120,184.00000
16.08920770,51.57873890,185.00000
16.08881030,51.57901320,186.00000
16.08872350,51.57905380,186.00000
16.08832080,51.57939160,186.00000
16.08789320,51.57966830,185.00000
16.08738790,51.57975150,184.00000
16.08677890,51.57996220,182.00000
16.08583210,51.57986870,181.00000
16.08516450,51.58005950,183.00000
16.08512430,51.58005810,183.00000
16.08467060,51.58079290,181.00000
16.08459600,51.58114560,182.00000
16.08451640,51.58124640,183.00000
16.08427430,51.58163350,186.00000
16.08435820,51.58198150,188.00000
16.08447890,51.58229690,190.00000
16.08460680,51.58257710,191.00000
16.08480600,51.58292910,190.00000
16.08483290,51.58297690,190.00000
16.08494100,51.58316810,189.00000
16.08474570,51.58344290,189.00000
16.08497940,51.58401700,189.00000
16.08531860,51.58443110,189.00000
16.08562390,51.58462360,189.00000
16.08615230,51.58467710,188.00000
16.08683790,51.58466840,187.00000
16.08754600,51.58463570,186.00000
16.08874360,51.58440910,181.00000
16.08932830,51.58425650,180.00000
16.08991020,51.58405920,178.00000
16.09058180,51.58384060,175.00000
16.09143010,51.58368050,175.00000
16.09162180,51.58362800,175.00000
16.09220260,51.58342830,174.00000
16.09262130,51.58328710,174.00000
16.09279550,51.58329110,174.00000
16.09294630,51.58329450,174.00000
16.09311830,51.58329840,174.00000
16.09328040,51.58332850,174.00000
16.09352290,51.58339110,173.00000
16.09365840,51.58342610,173.00000
16.09392970,51.58352810,172.00000
16.09490230,51.58410210,166.00000
16.09501920,51.58417110,165.00000
16.09548490,51.58451030,159.00000
16.09542100,51.58512490,151.00000
16.09509490,51.58514700,150.00000
16.09468120,51.58517500,151.00000
16.09464110,51.58517770,151.00000
16.09454240,51.58518430,152.00000
16.09382540,51.58523290,154.00000
16.09326180,51.58527100,155.00000
16.09277380,51.58530400,156.00000
16.09210710,51.58530460,158.00000
16.09059020,51.58554020,159.00000
16.08902990,51.58615020,164.00000
16.08853090,51.58637250,164.00000
16.08737420,51.58688790,171.00000
16.08683820,51.58707610,175.00000
16.08618190,51.58710680,177.00000
16.08556770,51.58716010,177.00000
16.08479440,51.58723930,176.00000
16.08455110,51.58728720,176.00000
16.08372500,51.58745770,178.00000
16.08316060,51.58766940,180.00000
16.08232810,51.58803830,183.00000
16.08183180,51.58829280,184.00000
16.08171650,51.58835190,184.00000
16.08142430,51.58850170,184.00000
16.08068530,51.58849800,191.00000
16.08012520,51.58847470,194.00000
16.07991730,51.58845210,195.00000
16.07976890,51.58841560,196.00000
16.07958590,51.58828160,197.00000
16.07947980,51.58815010,198.00000
16.07938160,51.58797620,199.00000
16.07937350,51.58793750,200.00000
16.07929000,51.58788660,200.00000
16.07924520,51.58812100,198.00000
16.07925690,51.58817920,198.00000
16.07902000,51.58829310,198.00000
16.07891440,51.58848380,196.00000
16.07869380,51.58876080,194.00000
16.07839110,51.58914100,190.00000
16.07812370,51.58947670,189.00000
16.07771960,51.58979120,188.00000
16.07763630,51.58984220,187.00000
16.07746190,51.59007200,185.00000
16.07743970,51.59010170,185.00000
16.07708490,51.59046540,183.00000
16.07702430,51.59047200,183.00000
16.07652090,51.59054710,183.00000
16.07635610,51.59057940,183.00000
16.07587920,51.59063480,186.00000
16.07580740,51.59066230,186.00000
16.07577280,51.59072580,186.00000
16.07585780,51.59080190,185.00000
16.07584620,51.59089950,185.00000
16.07584990,51.59099690,185.00000
16.07588700,51.59113810,184.00000
16.07586200,51.59115950,184.00000
16.07580080,51.59121100,185.00000
16.07554000,51.59074460,187.00000
16.07539690,51.59076560,188.00000
16.07560130,51.59119890,186.00000
16.07558830,51.59119220,186.00000
16.07490770,51.59164660,188.00000
16.07485840,51.59163840,188.00000
16.07476840,51.59162340,189.00000
16.07490770,51.59164660,188.00000
16.07497140,51.59167850,188.00000
16.07504450,51.59171500,188.00000
16.07544100,51.59172000,186.00000
16.07563450,51.59240310,186.00000
16.07517950,51.59262060,188.00000
16.07507490,51.59264790,189.00000
16.07427760,51.59281140,191.00000
16.07388900,51.59292370,191.00000
16.07280650,51.59291220,196.00000
16.07261180,51.59285550,197.00000
16.07244010,51.59280530,199.00000
16.07116820,51.59357310,195.00000
16.07047090,51.59391550,195.00000
16.07035270,51.59395420,196.00000
16.06989550,51.59406630,198.00000
16.06986480,51.59407180,198.00000
16.06957110,51.59412550,200.00000
16.06947730,51.59417300,201.00000
16.06945590,51.59418890,201.00000
16.06928390,51.59422060,202.00000
16.06926810,51.59422490,202.00000
16.06907520,51.59421650,204.00000
16.06898420,51.59421360,205.00000
16.06869060,51.59418370,208.00000
16.06859050,51.59418210,209.00000
16.06841800,51.59421450,211.00000
16.06821960,51.59422720,213.00000
16.06814560,51.59431690,213.00000
16.06809710,51.59443820,213.00000
16.06788600,51.59406120,216.00000
16.06780520,51.59407130,217.00000
16.06788240,51.59478230,215.00000
16.06803690,51.59484040,213.00000
16.06806880,51.59485470,212.00000
16.06811910,51.59488460,212.00000
16.06856290,51.59496400,206.00000
16.06865900,51.59496900,205.00000
16.06886090,51.59498080,203.00000
16.06898550,51.59509120,200.00000
16.06895720,51.59513940,200.00000
16.06891560,51.59516070,200.00000
16.06881920,51.59519560,200.00000
16.06862240,51.59536370,200.00000
16.06844840,51.59545480,200.00000
16.06785280,51.59554050,203.00000
16.06718720,51.59557220,207.00000
16.06696410,51.59560100,209.00000
16.06681720,51.59568600,208.00000
16.06645590,51.59606580,209.00000
16.06622060,51.59632330,211.00000
16.06615510,51.59644840,212.00000
16.06640010,51.59663110,208.00000
16.06643990,51.59664430,207.00000
16.06653220,51.59664620,206.00000
16.06669800,51.59671140,204.00000
16.06669720,51.59671510,204.00000
16.06692720,51.59708440,204.00000
16.06705340,51.59722960,204.00000
16.06707430,51.59728140,204.00000
16.06706850,51.59731820,204.00000
16.06688580,51.59744370,207.00000
16.06688050,51.59748920,207.00000
16.06681720,51.59752690,208.00000
16.06662740,51.59756400,209.00000
16.06634930,51.59766120,210.00000
16.06650390,51.59758900,210.00000
16.06678460,51.59752320,208.00000
16.06681090,51.59749300,208.00000
16.06669100,51.59742520,208.00000
16.06637230,51.59718810,209.00000
16.06613770,51.59718960,211.00000
16.06592560,51.59731150,212.00000
16.06543460,51.59730280,216.00000
16.06534050,51.59728600,216.00000
16.06509810,51.59716670,219.00000
16.06487540,51.59714100,220.00000
16.06471250,51.59719810,220.00000
16.06441940,51.59728090,221.00000
16.06440660,51.59729110,221.00000
16.06424200,51.59730230,221.00000
16.06422680,51.59729770,221.00000
16.06418730,51.59730990,221.00000
16.06391250,51.59727350,222.00000
16.06380620,51.59725170,222.00000
16.06366770,51.59715240,222.00000
16.06369000,51.59713110,222.00000
16.06403630,51.59698490,223.00000
16.06463630,51.59695090,223.00000
16.06483560,51.59682240,223.00000
16.06500330,51.59641970,224.00000
16.06500570,51.59610700,224.00000
16.06520370,51.59571280,224.00000
16.06520130,51.59550250,225.00000
16.06529230,51.59526870,226.00000
16.06532740,51.59521490,226.00000
16.06526620,51.59460910,228.00000
16.06508210,51.59420370,228.00000
16.06480350,51.59395410,227.00000
16.06497760,51.59373250,227.00000
16.06512020,51.59353100,227.00000
16.06468850,51.59309280,224.00000
16.06479490,51.59295070,224.00000
16.06523010,51.59270320,224.00000
16.06577100,51.59236240,224.00000
16.06596390,51.59229970,224.00000
16.06728870,51.59249220,223.00000
16.06760070,51.59222970,221.00000
16.06806540,51.59192090,219.00000
16.06817120,51.59186270,219.00000
16.06950190,51.59168510,218.00000
16.06995600,51.59175610,217.00000
16.07013280,51.59180230,216.00000
16.07024300,51.59183100,216.00000
16.07052430,51.59193330,214.00000
16.07069760,51.59200860,212.00000
16.07089880,51.59210210,210.00000
16.07108470,51.59220720,208.00000
16.07115440,51.59224670,208.00000
16.07135670,51.59235990,205.00000
16.07151650,51.59243540,204.00000
16.07155250,51.59245240,204.00000
16.07165380,51.59149930,210.00000
16.07096960,51.59097170,214.00000
16.07095840,51.59070160,214.00000
16.07099500,51.59063970,213.00000
16.07109020,51.59052140,212.00000
16.07103350,51.58988060,210.00000
16.07139760,51.58972670,209.00000
16.07157820,51.58965050,208.00000
16.07189790,51.58951540,207.00000
16.07203260,51.58945840,207.00000
16.07219660,51.58938910,206.00000
16.07244010,51.58928630,205.00000
16.07227970,51.58908260,206.00000
16.07210650,51.58914100,207.00000
16.07192420,51.58920250,208.00000
16.07139780,51.58821220,208.00000
16.07077580,51.58797690,210.00000
16.07022270,51.58771300,212.00000
16.06969760,51.58731620,211.00000
16.06930750,51.58692620,210.00000
16.06863360,51.58655860,210.00000
16.06814810,51.58630110,210.00000
16.06767720,51.58602650,209.00000
16.06726760,51.58575580,210.00000
16.06663910,51.58532580,214.00000
16.06622690,51.58498810,216.00000
16.06567990,51.58453990,216.00000
16.06520460,51.58420580,216.00000
16.06503360,51.58410930,216.00000
16.06465200,51.58375870,216.00000
16.06455130,51.58365310,216.00000
16.06452890,51.58318920,217.00000
16.06451370,51.58361360,216.00000
16.06505200,51.58314490,218.00000
16.06543270,51.58313180,218.00000
16.06545680,51.58313240,218.00000
16.06547780,51.58313280,218.00000
16.06561760,51.58313580,218.00000
16.06581260,51.58314010,218.00000
16.06629840,51.58258490,219.00000
16.06680280,51.58264860,218.00000
16.06694940,51.58266190,218.00000
16.06704940,51.58267100,218.00000
16.06721730,51.58267730,217.00000
16.06732810,51.58267730,217.00000
16.06767880,51.58257790,217.00000
16.06759280,51.58221490,216.00000
16.06747570,51.58205470,215.00000
16.06739750,51.58194780,215.00000
16.06766510,51.58187890,214.00000
16.06780100,51.58184390,214.00000
16.06819620,51.58174210,213.00000
16.06885260,51.58157320,210.00000
16.06894960,51.58154820,209.00000
16.06911700,51.58150510,208.00000
16.06923940,51.58147360,207.00000
16.07004140,51.58153330,205.00000
16.07063180,51.58171090,205.00000
16.07092490,51.58179910,204.00000
16.07171270,51.58203620,202.00000
16.07203430,51.58212710,201.00000
16.07304020,51.58229160,198.00000
16.07361480,51.58235500,197.00000
16.07412300,51.58255170,195.00000
16.07424320,51.58296160,197.00000
16.07427220,51.58303510,197.00000
16.07441860,51.58340480,199.00000
16.07452460,51.58367720,201.00000
16.07455880,51.58381880,202.00000
16.07467370,51.58429330,205.00000
16.07498200,51.58493180,208.00000
16.07545260,51.58538890,206.00000
16.07611610,51.58548380,204.00000
16.07611920,51.58547020,204.00000
16.07617900,51.58521360,205.00000
16.07620090,51.58511980,205.00000
16.07621380,51.58506450,205.00000
16.07626950,51.58482540,204.00000
16.07631570,51.58429350,202.00000
16.07630520,51.58422040,201.00000
16.07612440,51.58389330,200.00000
16.07609630,51.58384440,199.00000
16.07614530,51.58362380,198.00000
16.07619640,51.58351410,198.00000
16.07601670,51.58310440,195.00000
16.07581470,51.58273420,193.00000
16.07567170,51.58247220,191.00000
16.07571150,51.58204020,190.00000
16.07563520,51.58240510,191.00000
16.07567310,51.58247470,191.00000
16.07572400,51.58256800,192.00000
16.07662790,51.58212220,191.00000
16.07743970,51.58231250,192.00000
16.07760790,51.58232130,191.00000
16.07759610,51.58215330,192.00000
16.07740060,51.58201280,193.00000
16.07681620,51.58149590,191.00000
16.07645750,51.58109100,187.00000
16.07624720,51.58081460,186.00000
16.07592380,51.58037600,189.00000
16.07575640,51.58016770,191.00000
16.07510930,51.57931970,190.00000
16.07489630,51.57893780,187.00000
16.07480640,51.57877650,185.00000
16.07474910,51.57867410,184.00000
16.07497960,51.57846810,180.00000
16.07563210,51.57866490,181.00000
16.07584180,51.57872810,182.00000
16.07654200,51.57880500,181.00000
16.07688020,51.57883440,181.00000
16.07728400,51.57880070,180.00000
16.07788760,51.57879120,178.00000
16.07838390,51.57887930,179.00000
16.07867400,51.57887030,178.00000
16.07914100,51.57885570,177.00000
16.07985400,51.57884360,177.00000
16.08071240,51.57894030,177.00000
16.08103310,51.57907130,178.00000
16.08126180,51.57916450,179.00000
16.08134470,51.57919850,179.00000
16.08178020,51.57886970,178.00000
16.08178830,51.57840890,175.00000
16.08178980,51.57832680,175.00000
16.08179440,51.57806620,174.00000
16.08202610,51.57792940,175.00000
16.08208720,51.57792490,176.00000
16.08260170,51.57788760,179.00000
16.08309510,51.57785180,181.00000
16.08343760,51.57782700,182.00000
16.08382470,51.57779880,182.00000
16.08428700,51.57776530,183.00000
16.08456240,51.57743200,182.00000
16.08449150,51.57673170,181.00000
16.08447730,51.57626340,180.00000
16.08447510,51.57618930,179.00000
16.08445390,51.57553640,176.00000
16.08437840,51.57496110,173.00000
16.08435220,51.57482480,173.00000
16.08431260,51.57462010,173.00000
16.08445730,51.57451900,173.00000
16.08452960,51.57448630,173.00000
16.08427490,51.57454930,173.00000
16.08480910,51.57429970,174.00000
16.08521320,51.57402640,176.00000
16.08578110,51.57368560,178.00000
16.08604240,51.57348760,178.00000
16.08612820,51.57339390,178.00000
16.08631010,51.57325560,178.00000
16.08689230,51.57322870,178.00000
16.08693520,51.57323720,178.00000
16.08738760,51.57332680,179.00000
16.08744680,51.57333850,179.00000
16.08826090,51.57349960,182.00000
16.08828210,51.57350380,182.00000
16.08873710,51.57359380,184.00000
16.08934930,51.57371500,185.00000
16.08998640,51.57384110,185.00000
16.09042420,51.57392780,184.00000
16.09101780,51.57393190,184.00000
16.09175850,51.57387010,185.00000
16.09242000,51.57372010,187.00000
16.09299870,51.57349980,189.00000
16.09386060,51.57314440,190.00000
16.09449100,51.57288450,189.00000
16.09469250,51.57281950,189.00000
16.09527020,51.57273760,188.00000
16.09521760,51.57241690,190.00000
16.09513780,51.57192980,189.00000
16.09510370,51.57172190,189.00000
16.09493700,51.57139770,188.00000
16.09423870,51.57124040,187.00000
16.09408230,51.57123870,186.00000
16.09388440,51.57120050,185.00000
16.09356080,51.57113780,184.00000
16.09266900,51.57083810,178.00000
16.09252240,51.57079340,178.00000
16.09239130,51.57075330,177.00000
16.09171060,51.57054540,173.00000
16.09146830,51.57047140,172.00000
16.09071020,51.57023980,170.00000
16.08971790,51.56993670,169.00000
16.08889890,51.56968650,169.00000
16.08812640,51.56945060,170.00000
16.08714130,51.56914970,173.00000
16.08621700,51.56888540,173.00000
16.08593040,51.56880420,172.00000
16.08597000,51.56861490,171.00000
16.08606730,51.56811320,167.00000
16.08651460,51.56764640,164.00000
16.08675450,51.56721190,163.00000
16.08656290,51.56684080,162.00000
16.08654530,51.56651800,162.00000
16.08688290,51.56632410,162.00000
16.08746010,51.56599240,161.00000
16.08776690,51.56581600,159.00000
16.08833860,51.56554070,158.00000
16.08869600,51.56589300,157.00000
16.08887840,51.56627630,158.00000
16.08895630,51.56649400,159.00000
16.08902190,51.56667790,160.00000
16.08889410,51.56686150,162.00000
16.08895330,51.56689280,162.00000
16.08956750,51.56713100,165.00000
16.09014220,51.56729730,166.00000
16.09044130,51.56735050,165.00000
16.09080810,51.56791490,164.00000
16.09120910,51.56788670,163.00000
16.09106310,51.56751610,164.00000
16.09151980,51.56717050,162.00000
16.09149790,51.56686970,160.00000
16.09147060,51.56681510,160.00000
16.09172930,51.56619790,157.00000
16.09206880,51.56567560,156.00000
16.09236350,51.56517010,155.00000
16.09262410,51.56465400,154.00000
16.09267230,51.56455870,154.00000
16.09285630,51.56419440,154.00000
16.09305570,51.56379940,153.00000
16.09308160,51.56374830,152.00000
16.09328160,51.56317380,151.00000
16.09319940,51.56271070,151.00000
16.09321150,51.56269340,150.00000
16.09417670,51.56207790,151.00000
16.09351750,51.56244540,150.00000
16.09404820,51.56199240,151.00000
16.09391920,51.56190630,151.00000
16.09300680,51.56150970,153.00000
16.09289170,51.56147480,154.00000
16.09261650,51.56140100,155.00000
16.09272870,51.56078550,158.00000
16.09364840,51.56049220,158.00000
16.09448660,51.56017420,157.00000
16.09454640,51.56014420,157.00000
16.09497880,51.56014450,154.00000
16.09511620,51.56061210,151.00000
16.09537680,51.56068130,150.00000
16.09544330,51.56067460,150.00000
16.09603200,51.56076640,149.00000
16.09676040,51.56093200,148.00000
16.09714190,51.56101860,148.00000
16.09852680,51.56133370,155.00000
16.09943790,51.56154300,163.00000
16.10018660,51.56171280,165.00000
16.10042410,51.56176480,166.00000
16.10089360,51.56149070,166.00000
16.10097030,51.56137320,166.00000
16.10113560,51.56108720,165.00000
16.10130710,51.56078320,163.00000
16.10163610,51.56020030,159.00000
16.10176190,51.55997740,158.00000
16.10202670,51.55950820,153.00000
16.10222230,51.55916160,151.00000
16.10228680,51.55904160,151.00000
16.10260440,51.55845000,150.00000
16.10282770,51.55803410,148.00000
16.10295310,51.55780050,148.00000
16.10313830,51.55745540,148.00000
16.10328470,51.55682930,146.00000
16.10319820,51.55667230,145.00000
16.10315520,51.55659380,145.00000
16.10325780,51.55607960,145.00000
16.10341710,51.55564220,145.00000
16.10345940,51.55544640,145.00000
16.10528480,51.55529300,148.00000
16.10532110,51.55529420,148.00000
16.10570000,51.55514470,148.00000
16.10627310,51.55475480,145.00000
16.10630680,51.55473390,145.00000
16.10651440,51.55467160,144.00000
16.10701110,51.55440510,143.00000
16.10747060,51.55413850,142.00000
16.10762860,51.55413370,143.00000
16.10810740,51.55411510,145.00000
16.10867790,51.55394620,148.00000
16.10906360,51.55399350,149.00000
16.10943200,51.55363400,149.00000
16.10986160,51.55352100,149.00000
16.11005060,51.55355830,149.00000
16.11021420,51.55363300,150.00000
16.11072310,51.55374840,152.00000
16.11086080,51.55377990,152.00000
16.11134370,51.55395660,155.00000
16.11177340,51.55413970,158.00000
16.11232120,51.55443130,159.00000
16.11267990,51.55464530,160.00000
16.11287720,51.55473420,160.00000
16.11295220,51.55473030,159.00000
16.11331430,51.55468700,159.00000
16.11369770,51.55465840,157.00000
16.11411860,51.55428270,156.00000
16.11447040,51.55393370,156.00000
16.11515180,51.55337400,155.00000
16.11563680,51.55293380,153.00000
16.11586780,51.55265570,151.00000
16.11662040,51.55175000,145.00000
16.11673060,51.55161750,145.00000
16.11724510,51.55105110,145.00000
16.11764680,51.55032150,146.00000
16.11812110,51.54986170,144.00000
16.11885960,51.54938690,144.00000
16.11971420,51.54913520,144.00000
16.12071100,51.54884160,144.00000
16.12156210,51.54859100,145.00000
16.12198900,51.54845220,146.00000
16.12212090,51.54840350,147.00000
16.12301510,51.54807360,149.00000
16.12316600,51.54801800,149.00000
16.12387890,51.54775500,150.00000
16.12411290,51.54768250,150.00000
16.12497070,51.54750110,150.00000
16.12552640,51.54770130,151.00000
16.12579540,51.54776850,151.00000
16.12710520,51.54813780,155.00000
16.12762430,51.54845050,156.00000
16.12805070,51.54877230,155.00000
16.12837440,51.54900370,153.00000
16.12883440,51.54918950,149.00000
16.12923370,51.54935080,147.00000
16.13004320,51.54962760,146.00000
16.13100970,51.54995090,149.00000
16.13147650,51.55019330,149.00000
16.13232110,51.55066440,148.00000
16.13251090,51.55078570,147.00000
16.13267110,51.55088800,147.00000
16.13284340,51.55100660,146.00000
16.13310630,51.55160900,143.00000
16.13270070,51.55171630,144.00000
16.13199210,51.55183170,143.00000
16.13135620,51.55192810,143.00000
16.13064370,51.55203590,143.00000
16.13010160,51.55211800,145.00000
16.12940880,51.55222280,145.00000
16.12896890,51.55228950,145.00000
16.12873400,51.55232500,146.00000
16.12809720,51.55242140,148.00000
16.12737400,51.55253100,153.00000
16.12684620,51.55262860,155.00000
16.12589320,51.55281560,157.00000
16.12512310,51.55296670,157.00000
16.12501940,51.55298700,158.00000
16.12440560,51.55310750,158.00000
16.12370600,51.55323870,158.00000
16.12317110,51.55332200,158.00000
16.12268160,51.55339810,159.00000
16.12187550,51.55352350,160.00000
16.12177560,51.55353910,160.00000
16.12121210,51.55398920,161.00000
16.12151820,51.55437420,161.00000
16.12159200,51.55446720,160.00000
16.12163040,51.55451560,160.00000
16.12176790,51.55468870,160.00000
16.12185810,51.55480230,160.00000
16.12242970,51.55555780,156.00000
16.12277890,51.55626780,154.00000
16.12302340,51.55681970,153.00000
16.12316590,51.55720000,153.00000
16.12321270,51.55734580,153.00000
16.12324160,51.55758370,152.00000
16.12324690,51.55762720,152.00000
16.12325260,51.55767280,152.00000
16.12361830,51.55780810,151.00000
16.12383900,51.55782660,151.00000
16.12426930,51.55781450,150.00000
16.12449410,51.55780810,149.00000
16.12505090,51.55779240,148.00000
16.12528790,51.55778570,147.00000
16.12571580,51.55777350,146.00000
16.12650510,51.55773680,143.00000
16.12697610,51.55770950,142.00000
16.12776590,51.55802100,138.00000
16.12780210,51.55811980,138.00000
16.12786430,51.55829000,137.00000
16.12791910,51.55843990,136.00000
16.12788670,51.55879490,134.00000
16.12793580,51.55910320,132.00000
16.12802220,51.55940980,131.00000
16.12807880,51.55952830,131.00000
16.12830540,51.56000330,130.00000
16.12859880,51.56045680,130.00000
16.12863040,51.56048460,130.00000
16.12891210,51.56073300,130.00000
16.12905950,51.56086280,130.00000
16.12913520,51.56092960,130.00000
16.12938730,51.56115170,130.00000
16.12969750,51.56149040,129.00000
16.12893000,51.56225770,128.00000
16.12877520,51.56241260,128.00000
16.12831620,51.56263170,129.00000
16.12779550,51.56223580,128.00000
16.12738300,51.56194770,128.00000
16.12727130,51.56186980,128.00000
16.12707050,51.56172960,128.00000
16.12682070,51.56144860,129.00000
16.12654450,51.56100240,130.00000
16.12633840,51.56066950,131.00000
16.12620460,51.56045120,131.00000
16.12588340,51.55992660,133.00000
16.12580330,51.55979590,134.00000
16.12488070,51.55948740,136.00000
16.12478470,51.55934310,138.00000
16.12444470,51.55908540,141.00000
16.12398940,51.55885900,145.00000
16.12344830,51.55850550,149.00000
16.12326130,51.55833380,150.00000
16.12273880,51.55809670,153.00000
16.12236470,51.55791690,155.00000
16.12213390,51.55787120,155.00000
16.12163530,51.55771320,157.00000
16.12122340,51.55758430,158.00000
16.12082580,51.55743120,159.00000
16.12050270,51.55759830,161.00000
16.12013210,51.55784470,164.00000
16.12004930,51.55786630,164.00000
16.11936440,51.55794750,166.00000
16.11868050,51.55797060,166.00000
16.11839900,51.55801000,166.00000
16.11764250,51.55814850,164.00000
16.11701200,51.55845130,161.00000
16.11687960,51.55881400,163.00000
16.11684970,51.55890380,163.00000
16.11682860,51.55896700,164.00000
16.11718150,51.55915630,167.00000
16.11729760,51.55925230,168.00000
16.11738580,51.55933040,169.00000
16.11747550,51.55941230,169.00000
16.11796540,51.55969600,172.00000
16.11814490,51.55999660,173.00000
16.11807240,51.56013230,172.00000
16.11803450,51.56020370,171.00000
16.11788040,51.56039990,169.00000
16.11771640,51.56054400,168.00000
16.11760080,51.56064540,167.00000
16.11748650,51.56074580,165.00000
16.11747380,51.56075700,165.00000
16.11731400,51.56089720,164.00000
16.11707180,51.56111340,162.00000
16.11703010,51.56115690,161.00000
16.11691060,51.56128170,160.00000
16.11678260,51.56141520,159.00000
16.11670420,51.56149710,158.00000
16.11660000,51.56163390,157.00000
16.11664310,51.56185130,156.00000
16.11699290,51.56218060,152.00000
16.11704830,51.56221390,152.00000
16.11712150,51.56225780,151.00000
16.11726430,51.56231300,149.00000
16.11785780,51.56242810,145.00000
16.11811090,51.56244010,143.00000
16.11826870,51.56246730,142.00000
16.11727350,51.56171130,159.00000
16.11728990,51.56168650,159.00000
16.11724180,51.56159130,160.00000
16.11732640,51.56163170,160.00000
16.11725030,51.56174600,158.00000
16.11722910,51.56184310,156.00000
16.11750980,51.56182470,157.00000
16.11778550,51.56158100,160.00000
16.11793520,51.56148580,161.00000
16.11826450,51.56116680,164.00000
16.11839110,51.56106990,166.00000
16.11853950,51.56097100,167.00000
16.11882760,51.56077170,169.00000
16.11896020,51.56062800,170.00000
16.11901410,51.56056960,170.00000
16.11928550,51.56048040,170.00000
16.11989190,51.56053000,167.00000
16.11996260,51.56055040,167.00000
16.12010820,51.56059260,165.00000
16.12022040,51.56062500,165.00000
16.12040580,51.56067870,163.00000
16.12050180,51.56070650,162.00000
16.12059350,51.56074990,161.00000
16.12030110,51.56064840,164.00000
16.11989670,51.56106710,160.00000
16.11979530,51.56113360,159.00000
16.11968580,51.56120550,159.00000
16.11958650,51.56127070,158.00000
16.11953850,51.56130210,158.00000
16.11943870,51.56136770,157.00000
16.11935030,51.56142570,156.00000
16.11920160,51.56170570,151.00000
16.11925340,51.56192500,147.00000
16.11929860,51.56207520,144.00000
16.11934410,51.56251360,135.00000
16.11932350,51.56257560,135.00000
