"STATION","NAME","DATE","TMAX","TMIN"
"USW00094996","LINCOLN 11 SW, NE US","2016-09-13","63","54"
"USW00094996","LINCOLN 11 SW, NE US","2016-09-14","66","53"
"USW00094996","LINCOLN 11 SW, NE US","2016-09-15","84","62"
"USW00094996","LINCOLN 11 SW, NE US","2016-09-16","79","58"
"USW00094996","LINCOLN 11 SW, NE US","2016-09-17","82","54"
"USW00094996","LINCOLN 11 SW, NE US","2016-09-18","86","57"
"USW00094996","LINCOLN 11 SW, NE US","2016-09-19","83","58"
"USW00094996","LINCOLN 11 SW, NE US","2016-09-20","94","55"
"USW00094996","LINCOLN 11 SW, NE US","2016-09-21","91","74"
"USW00094996","LINCOLN 11 SW, NE US","2016-09-22","91","73"
"USW00094996","LINCOLN 11 SW, NE US","2016-09-23","90","66"
"USW00094996","LINCOLN 11 SW, NE US","2016-09-24","80","68"
"USW00094996","LINCOLN 11 SW, NE US","2016-09-25","72","51"
"USW00094996","LINCOLN 11 SW, NE US","2016-09-26","76","45"
"USW00094996","LINCOLN 11 SW, NE US","2016-09-27","80","46"
"USW00094996","LINCOLN 11 SW, NE US","2016-09-28","67","45"
"USW00094996","LINCOLN 11 SW, NE US","2016-09-29","69","41"
"USW00094996","LINCOLN 11 SW, NE US","2016-09-30","74","41"
"USW00094996","LINCOLN 11 SW, NE US","2016-10-01","73","43"
"USW00094996","LINCOLN 11 SW, NE US","2016-10-02","78","44"
"USW00094996","LINCOLN 11 SW, NE US","2016-10-03","81","56"
"USW00094996","LINCOLN 11 SW, NE US","2016-10-04","70","53"
"USW00094996","LINCOLN 11 SW, NE US","2016-10-05","73","47"
"USW00094996","LINCOLN 11 SW, NE US","2016-10-06","57","40"
"USW00094996","LINCOLN 11 SW, NE US","2016-10-07","65","34"
"USW00094996","LINCOLN 11 SW, NE US","2016-10-08","74","44"
"USW00094996","LINCOLN 11 SW, NE US","2016-10-09","77","40"
"USW00094996","LINCOLN 11 SW, NE US","2016-10-10","60","53"
"USW00094996","LINCOLN 11 SW, NE US","2016-10-11","73","48"
"USW00094996","LINCOLN 11 SW, NE US","2016-10-12","51","31"
"USW00094996","LINCOLN 11 SW, NE US","2016-10-13","59","29"
"USW00094996","LINCOLN 11 SW, NE US","2016-10-14","66","45"
"USW00094996","LINCOLN 11 SW, NE US","2016-10-15","77","58"
"USW00094996","LINCOLN 11 SW, NE US","2016-10-16","82","54"
"USW00094996","LINCOLN 11 SW, NE US","2016-10-17","83","60"
"USW00094996","LINCOLN 11 SW, NE US","2016-10-18","70","49"
"USW00094996","LINCOLN 11 SW, NE US","2016-10-19","70","46"
"USW00094996","LINCOLN 11 SW, NE US","2016-10-20","58","40"
"USW00094996","LINCOLN 11 SW, NE US","2016-10-21","66","38"
"USW00094996","LINCOLN 11 SW, NE US","2016-10-22","77","40"
"USW00094996","LINCOLN 11 SW, NE US","2016-10-23","71","44"
"USW00094996","LINCOLN 11 SW, NE US","2016-10-24","64","35"
"USW00094996","LINCOLN 11 SW, NE US","2016-10-25","80","50"
"USW00094996","LINCOLN 11 SW, NE US","2016-10-26","70","44"
"USW00094996","LINCOLN 11 SW, NE US","2016-10-27","77","40"
"USW00094996","LINCOLN 11 SW, NE US","2016-10-28","81","60"
"USW00094996","LINCOLN 11 SW, NE US","2016-10-29","74","50"
"USW00094996","LINCOLN 11 SW, NE US","2016-10-30","57","44"
"USW00094996","LINCOLN 11 SW, NE US","2016-10-31","72","48"
"USW00094996","LINCOLN 11 SW, NE US","2016-11-01","74","49"
"USW00094996","LINCOLN 11 SW, NE US","2016-11-02","64","47"
"USW00094996","LINCOLN 11 SW, NE US","2016-11-03","75","39"
"USW00094996","LINCOLN 11 SW, NE US","2016-11-04","77","44"
"USW00094996","LINCOLN 11 SW, NE US","2016-11-05","72","46"
"USW00094996","LINCOLN 11 SW, NE US","2016-11-06","70","49"
"USW00094996","LINCOLN 11 SW, NE US","2016-11-07","55","49"
"USW00094996","LINCOLN 11 SW, NE US","2016-11-08","59","36"
"USW00094996","LINCOLN 11 SW, NE US","2016-11-09","61","30"
"USW00094996","LINCOLN 11 SW, NE US","2016-11-10","70","38"
"USW00094996","LINCOLN 11 SW, NE US","2016-11-11","53","30"
"USW00094996","LINCOLN 11 SW, NE US","2016-11-12","56","27"
"USW00094996","LINCOLN 11 SW, NE US","2016-11-13","66","36"
"USW00094996","LINCOLN 11 SW, NE US","2016-11-14","66","40"
"USW00094996","LINCOLN 11 SW, NE US","2016-11-15","74","36"
"USW00094996","LINCOLN 11 SW, NE US","2016-11-16","80","38"
"USW00094996","LINCOLN 11 SW, NE US","2016-11-17","64","43"
"USW00094996","LINCOLN 11 SW, NE US","2016-11-18","44","28"
"USW00094996","LINCOLN 11 SW, NE US","2016-11-19","43","23"
"USW00094996","LINCOLN 11 SW, NE US","2016-11-20","53","25"
"USW00094996","LINCOLN 11 SW, NE US","2016-11-21","49","24"
"USW00094996","LINCOLN 11 SW, NE US","2016-11-22","47","40"
"USW00094996","LINCOLN 11 SW, NE US","2016-11-23","39","35"
"USW00094996","LINCOLN 11 SW, NE US","2016-11-24","39","34"
"USW00094996","LINCOLN 11 SW, NE US","2016-11-25","54","27"
"USW00094996","LINCOLN 11 SW, NE US","2016-11-26","60","35"
"USW00094996","LINCOLN 11 SW, NE US","2016-11-27","57","40"
"USW00094996","LINCOLN 11 SW, NE US","2016-11-28","54","33"
"USW00094996","LINCOLN 11 SW, NE US","2016-11-29","43","27"
"USW00094996","LINCOLN 11 SW, NE US","2016-11-30","36","27"
"USW00094996","LINCOLN 11 SW, NE US","2016-12-01","41","23"
"USW00094996","LINCOLN 11 SW, NE US","2016-12-02","44","20"
"USW00094996","LINCOLN 11 SW, NE US","2016-12-03","33","22"
"USW00094996","LINCOLN 11 SW, NE US","2016-12-04","36","31"
"USW00094996","LINCOLN 11 SW, NE US","2016-12-05","52","31"
"USW00094996","LINCOLN 11 SW, NE US","2016-12-06","35","20"
"USW00094996","LINCOLN 11 SW, NE US","2016-12-07","25","14"
"USW00094996","LINCOLN 11 SW, NE US","2016-12-08","25","9"
"USW00094996","LINCOLN 11 SW, NE US","2016-12-09","23","4"
"USW00094996","LINCOLN 11 SW, NE US","2016-12-10","33","15"
"USW00094996","LINCOLN 11 SW, NE US","2016-12-11","32","11"
"USW00094996","LINCOLN 11 SW, NE US","2016-12-12","42","9"
"USW00094996","LINCOLN 11 SW, NE US","2016-12-13","22","6"
"USW00094996","LINCOLN 11 SW, NE US","2016-12-14","25","8"
"USW00094996","LINCOLN 11 SW, NE US","2016-12-15","26","4"
"USW00094996","LINCOLN 11 SW, NE US","2016-12-16","26","21"
"USW00094996","LINCOLN 11 SW, NE US","2016-12-17","21","-8"
"USW00094996","LINCOLN 11 SW, NE US","2016-12-18","12","-13"
"USW00094996","LINCOLN 11 SW, NE US","2016-12-19","30","6"
"USW00094996","LINCOLN 11 SW, NE US","2016-12-20","46","21"
"USW00094996","LINCOLN 11 SW, NE US","2016-12-21","50","28"
"USW00094996","LINCOLN 11 SW, NE US","2016-12-22","46","18"
"USW00094996","LINCOLN 11 SW, NE US","2016-12-23","39","26"
"USW00094996","LINCOLN 11 SW, NE US","2016-12-24","42","13"
"USW00094996","LINCOLN 11 SW, NE US","2016-12-25","60","34"
"USW00094996","LINCOLN 11 SW, NE US","2016-12-26","38","25"
"USW00094996","LINCOLN 11 SW, NE US","2016-12-27","48","23"
"USW00094996","LINCOLN 11 SW, NE US","2016-12-28","47","29"
"USW00094996","LINCOLN 11 SW, NE US","2016-12-29","45","25"
"USW00094996","LINCOLN 11 SW, NE US","2016-12-30","49","21"
"USW00094996","LINCOLN 11 SW, NE US","2016-12-31","34","20"
